-0.4994082840236687, 0.0002725765019173654
-0.40157790927021697, 0.0004023250095479547
-0.28954635108481264, 0.0005509079779637549
-0.17120315581854045, 0.0007078618178393281
-0.08284023668639062, 0.0008250540182799249
-0.04497041420118353, 0.002997295162159519
-0.005522682445759375, 0.009415660854142915
0.03392504930966467, 0.04235922548511817
0.0670611439842208, 0.1262228012074984
0.09625246548323463, 0.26419255097075967
0.11913214990138066, 0.39790989803232213
0.14516765285996058, 0.5358754623598534
0.17278106508875735, 0.6441348965935786
0.20749506903353043, 0.7417936684820995
0.24536489151873764, 0.8055043711644406
0.2974358974358974, 0.8607458446470894
0.35345167652859966, 0.8968944066883264
0.4173570019723867, 0.9224433527432916
0.4978303747534518, 0.9437702405056008
